Timestamp,Electricity_Consumed,Temperature,Humidity,Wind_Speed,Anomaly_Label,Avg_of_past12
2024-01-01 00:00:00,0.4577856921685388,0.4695244570873399,0.396368359257516,0.4454405995287692,0,0.4577856921685388
2024-01-01 00:30:00,0.3519559498048026,0.465544774647693,0.4511844131507186,0.4587292864514259,0,0.4048708209866707
2024-01-01 01:00:00,0.4829480896834488,0.2854149899096556,0.4082889696883288,0.4703604126532033,0,0.4308965772189301
2024-01-01 01:30:00,0.6288383094013377,0.4820950872260694,0.5123083968413018,0.5762413871285659,0,0.480382010264532
2024-01-01 02:00:00,0.3359744375461106,0.6247409477827948,0.672020667986486,0.373003790710542,0,0.4515004957208477
2024-01-01 02:30:00,0.3359771738418032,0.3553893805248106,0.3827674233473963,0.3611112631214694,0,0.4322466087410069
2024-01-01 03:00:00,0.6382021359178986,0.6671022786402212,0.6431635389634667,0.6110035112450067,0,0.46166882690913436
2024-01-01 03:30:00,0.5029057881921515,0.5918541832121293,0.3812052319319284,0.4071437878954785,0,0.4668234470695115
2024-01-01 04:00:00,0.2967542690108413,0.4278582829443013,0.3715123461699398,0.3111214145652017,0,0.4479268717296592
2024-01-01 04:30:00,0.4654266739309941,0.507400285103508,0.6163832966938054,0.4044462521445039,0,0.4496768519497927
2024-01-01 05:00:00,0.2977637178645896,0.7408917766889805,0.6315705871550474,0.4230507700313165,0,0.43586656703295606
2024-01-01 05:30:00,0.2973783744049572,0.6248374029907721,0.6212058947803161,0.6491949249897804,0,0.4243258843139562
2024-01-01 06:00:00,0.4153270452610057,0.5275726250527567,0.3027092140111161,0.5735978317184226,0,0.4207876637383284
2024-01-01 06:30:00,0.0561199592237003,0.4944962718663833,0.4276041705513646,0.6003143435209295,0,0.3961346645232366
2024-01-01 07:00:00,0.0875136945811612,0.5366749294424203,0.6170290429484833,0.5610187328672708,0,0.36318179826471253
2024-01-01 07:30:00,0.2812854117931712,0.4577141635631019,0.502186225943571,0.5761672712355047,0,0.33421905679736535
2024-01-01 08:00:00,0.2061948132775961,0.2439323110408615,0.3382893349355171,0.3800982024027808,0,0.3234040881083225
2024-01-01 08:30:00,0.4273745554325456,0.8004581401351554,0.5634363893500474,0.4388208158967799,0,0.33102053657421765
2024-01-01 09:00:00,0.2236626540797981,0.5472387621580745,0.3910318049007188,0.3438874591873976,0,0.296475579754376
2024-01-01 09:30:00,0.1396160497774514,0.5798259886274272,0.7598077547424569,0.4373948747031249,1,0.26620143488648434
2024-01-01 10:00:00,0.6192747948202592,0.5186225071436685,0.7231138362486436,0.5447186536570369,1,0.29307814537060245
2024-01-01 10:30:00,0.3373706165855774,0.4277397183550394,0.5848604044146706,0.4787928698618097,0,0.2824068072584844
2024-01-01 11:00:00,0.3862547007813206,0.5014424096289476,0.6960971503479358,0.6199845489546189,0,0.2897810558348786
2024-01-01 11:30:00,0.1375419689644239,0.3117519132177642,0.5056030155928668,0.3257120391346944,0,0.2764613553815009
2024-01-01 12:00:00,0.2842695459124695,0.8319833353719326,0.6085712303576893,0.5226602850132979,0,0.26553989710245623
2024-01-01 12:30:00,0.3934870982849776,0.3607198989689663,0.7132495890711088,0.3128888698045776,0,0.2936538253575626
