Timestamp,Electricity_Consumed,Temperature,Humidity,Wind_Speed,Avg_Past_Consumption,Anomaly_Label
2024-01-01 00:00:00,0.4577856921685388,0.4695244570873399,0.39636835925751607,0.44544059952876924,0.6920572106888903,Normal
2024-01-01 00:30:00,0.3519559498048026,0.46554477464769306,0.4511844131507186,0.45872928645142597,0.5398737357685197,Normal
2024-01-01 01:00:00,0.4829480896834488,0.28541498990965564,0.4082889696883288,0.4703604126532033,0.6147239609016935,Normal
2024-01-01 01:30:00,0.6288383094013377,0.4820950872260694,0.5123083968413018,0.5762413871285659,0.7570443519489565,Normal
2024-01-01 02:00:00,0.33597443754611067,0.6247409477827948,0.672020667986486,0.373003790710542,0.6739809494299462,Normal
2024-01-01 02:30:00,0.33597717384180326,0.3553893805248106,0.3827674233473963,0.36111126312146946,0.6186066593509736,Normal
2024-01-01 03:00:00,0.6382021359178986,0.6671022786402212,0.6431635389634667,0.6110035112450067,0.7032251286145852,Normal
2024-01-01 03:30:00,0.5029057881921515,0.5918541832121293,0.3812052319319284,0.4071437878954785,0.7180498459460256,Normal
2024-01-01 04:00:00,0.29675426901084134,0.4278582829443013,0.37151234616993983,0.3111214145652017,0.6637031862059055,Normal
2024-01-01 04:30:00,0.46542667393099413,0.507400285103508,0.6163832966938054,0.40444625214450397,0.668736139419124,Normal
2024-01-01 05:00:00,0.29776371786458966,0.7408917766889805,0.6315705871550474,0.4230507700313165,0.6227137272516767,Normal
2024-01-01 05:30:00,0.2973783744049572,0.6248374029907721,0.6212058947803161,0.6491949249897804,0.6070171850669099,Normal
2024-01-01 06:00:00,0.4153270452610057,0.5275726250527567,0.3027092140111161,0.5735978317184226,0.587569333663128,Normal
2024-01-01 06:30:00,0.05611995922370039,0.49449627186638334,0.4276041705513646,0.6003143435209295,0.42285520560424716,Normal
2024-01-01 07:00:00,0.0875136945811612,0.5366749294424203,0.6170290429484833,0.5610187328672708,0.35139775252693606,Normal
2024-01-01 07:30:00,0.28128541179317124,0.4577141635631019,0.502186225943571,0.5761672712355047,0.33566837019607454,Normal
2024-01-01 08:00:00,0.2061948132775961,0.24393231104086152,0.3382893349355171,0.3800982024027808,0.21142281486913506,Normal
2024-01-01 08:30:00,0.42737455543254566,0.8004581401351554,0.5634363893500474,0.4388208158967799,0.1896999887341737,Normal
2024-01-01 09:00:00,0.22366265407979818,0.5472387621580745,0.3910318049007188,0.3438874591873976,0.16867879809474662,Normal
2024-01-01 09:30:00,0.1396160497774514,0.5798259886274272,0.7598077547424569,0.4373948747031249,0.07497547454465336,Abnormal
2024-01-01 10:00:00,0.6192747948202592,0.5186225071436685,0.7231138362486436,0.5447186536570369,0.16744224583912914,Abnormal
2024-01-01 10:30:00,0.33737061658557743,0.42773971835503943,0.5848604044146706,0.4787928698618097,0.17894403777203505,Normal
2024-01-01 11:00:00,0.3862547007813206,0.5014424096289476,0.6960971503479358,0.6199845489546189,0.1705828147204016,Normal
2024-01-01 11:30:00,0.1375419689644239,0.3117519132177642,0.5056030155928668,0.3257120391346944,0.19399983171502955,Normal
2024-01-01 12:00:00,0.28426954591246956,0.8319833353719326,0.6085712303576893,0.5226602850132979,0.25058692811672056,Normal
2024-01-01 12:30:00,0.39348709828497763,0.3607198989689663,0.7132495890711088,0.31288886980457764,0.2828561979096329,Normal
2024-01-01 13:00:00,0.18316773709628287,0.38790193289887265,0.5321600893593184,0.4739452888436899,0.27623359750967347,Normal
2024-01-01 13:30:00,0.4376163363909453,0.46731018868053686,0.458578397807652,0.5514643442911628,0.2791791396244139,Normal
2024-01-01 14:00:00,0.27489355168019924,0.6992561411650795,0.24556686035016145,0.43691325323420305,0.2939131753425057,Normal
2024-01-01 14:30:00,0.32638437503445383,0.5283409775459348,0.4838637103672257,0.5287653177230948,0.34762785348086656,Normal
2024-01-01 15:00:00,0.27471556462843394,0.3605019821309313,0.6170929114508883,0.34750849266491224,0.24853242001329412,Normal
